asset,trim_pct,n_obs,estimate,std_error,p_val
landsat_hyperscale_all,0,10252908,0.864375948674479,0.2828935818945868,0.013671163966511185
landsat_hyperscale_all,1,10060421,0.8431410791344074,0.28677423994388224,0.016484416804352305
landsat_hyperscale_all,5,9266606,0.7390968279310637,0.24660365544515345,0.015026765452992826
